ADJUVANT	YEAR	COMTRS	POUNDS_PRODUCT_APPLIED	POUNDS_CHEMICAL_APPLIED
NO	2020	34M05N06E18	81.4841	20.371025
NO	2020	34M05N06E18	29.2852	4.63877568
NO	2020	34M05N06E18	81.7879	39.8307073
YES	2020	34M05N06E18	58.1867	N/A
NO	2020	34M05N06E18	5.5188	1.2582864
YES	2020	34M05N06E18	7.6678	N/A
NO	2020	34M05N06E18	3.0353	.6920484
YES	2020	34M05N06E18	5.0631	N/A
NO	2020	34M05N06E24	155.7595	75.8548765
YES	2020	34M05N06E26	3.7792	N/A
NO	2020	34M05N06E26	1.2317	.2623521
NO	2020	34M05N06E33	54.4875	26.5354125
NO	2020	34M05N06E33	62.3038	30.3419506
YES	2020	34M05N06E33	1.7568	N/A
YES	2020	34M05N06E33	1.8446	N/A
NO	2020	34M05N06E33	4.0129	.4574706
NO	2020	34M05N06E33	2.1245	.242193
YES	2020	34M05N06E33	3.3593	N/A
NO	2020	34M05N06E33	66.2686	32.2728082
NO	2020	34M05N06E33	62.3038	30.3419506
YES	2020	34M05N06E33	.4392	N/A
YES	2020	34M05N06E33	.9662	N/A
NO	2020	34M05N06E33	3.3048	.3767472
NO	2020	34M05N06E33	4.7939	1.9990563
NO	2020	34M05N06E33	20.4221	8.5160157
NO	2020	34M05N06E33	10.8342	4.5178614
YES	2020	34M05N06E33	1.9316	N/A
NO	2020	34M05N06E33	16.7787	6.9967179
NO	2020	34M05N06E33	3.7769	.4305666
YES	2020	34M05N06E33	2.9394	N/A
YES	2020	34M05N06E33	3.3593	N/A
NO	2020	34M05N06E33	15.6326	7.6130762
YES	2020	34M05N06E33	3.6113	N/A
NO	2020	34M05N06E33	19.1757	7.9962669
YES	2020	34M05N06E33	.8398	N/A
NO	2020	34M05N06E33	35.0034	17.0466558
YES	2020	34M05N06E33	1.5811	N/A
NO	2020	34M05N06E33	.9442	.1076388
NO	2020	34M05N07E05	58.7734	24.5085078
NO	2020	34M05N07E05	11.4094	1.3006716
NO	2020	34M05N07E05	206.3956	100.5146572
NO	2020	34M05N07E05	52.5162	13.8642768
YES	2020	34M05N07E05	5.3582	N/A
YES	2020	34M05N07E05	13.3533	N/A
NO	2020	34M05N07E08	3.4952	.7969056
NO	2020	34M05N07E08	84.9598	41.3754226
NO	2020	34M05N07E08	22.6993	9.8741955
NO	2020	34M05N07E10	26.9942	2.49966292
NO	2020	34M05N07E10	72.3585	33.863778
YES	2020	34M05N07E10	6.4141	N/A
YES	2020	34M05N07E10	9.1724	N/A
YES	2020	34M05N07E10	8.33	N/A
NO	2020	34M05N07E10	.5	.25
NO	2020	34M05N07E10	26.9942	1.24983146
NO	2020	34M05N07E16	292.035	142.221045
NO	2020	34M05N07E16	17.5468	2.0003352
NO	2020	34M05N07E16	74.299	19.614936
NO	2020	34M05N07E16	89.9338	37.5023946
YES	2020	34M05N07E16	15.7888	N/A
YES	2020	34M05N07E16	16.7966	N/A
NO	2020	34M05N07E16	226.5593	110.3343791
YES	2020	34M05N07E16	8.2569	N/A
NO	2020	34M05N07E19	28.3199	13.7917913
NO	2020	34M05N07E19	4.8289	1.1009892
NO	2020	34M05N07E19	7.6343	1.7406204
NO	2020	34M05N07E19	5.2461	1.56019014
NO	2020	34M05N07E19	4.7177	2.0521995
NO	2020	34M05N07E19	1.3495	.5870325
NO	2020	34M05N07E19	24.4694	9.4696578
NO	2020	34M05N07E19	24.4694	9.4696578
YES	2020	34M05N07E19	3.6367	N/A
NO	2020	34M05N07E19	28.3199	13.7917913
NO	2020	34M05N07E19	28.9379	7.6396056
NO	2020	34M05N07E19	1.3797	.3145716
NO	2020	34M05N07E19	4.7285	2.0568975
NO	2020	34M05N07E19	134.5816	52.0830792
YES	2020	34M05N07E19	25.602	N/A
NO	2020	34M05N07E19	85.6428	33.1437636
YES	2020	34M05N07E19	12.7041	N/A
NO	2020	34M05N07E19	1.3797	.3145716
NO	2020	34M05N07E19	7.5883	1.7301324
NO	2020	34M05N07E19	7.4274	3.230919
NO	2020	34M05N07E19	1.3797	.3145716
YES	2020	34M05N07E19	4.6549	N/A
NO	2020	34M05N07E19	5.2614	1.3890096
NO	2020	34M05N07E19	1.3797	.3145716
NO	2020	34M05N07E19	4.8749	1.1114772
YES	2020	34M05N07E19	19.9774	N/A
NO	2020	34M05N07E19	7.4166	3.226221
NO	2020	34M05N07E19	1.3495	.5870325
NO	2020	34M05N07E19	1.4989	.44577286
NO	2020	34M05N07E19	8.2438	2.45170612
NO	2020	34M05N07E19	99.1197	48.2712939
NO	2020	34M05N07E19	5.2614	1.3890096
NO	2020	34M05N07E19	1.3495	.5870325
NO	2020	34M05N07E19	18.415	4.86156
YES	2020	34M05N07E19	16.2922	N/A
NO	2020	34M05N07E19	155.7595	75.8548765
NO	2020	34M05N07E19	1.4989	.44577286
NO	2020	34M05N07E19	1.3495	.5870325
YES	2020	34M05N07E19	3.6367	N/A
YES	2020	34M05N07E19	4.6549	N/A
NO	2020	34M05N07E21	4.25	2.1675
NO	2020	34M05N07E21	5	2.55
NO	2020	34M05N07E21	77.9364	37.9550268
YES	2020	34M05N07E21	3.6113	N/A
YES	2020	34M05N07E21	1.6797	N/A
NO	2020	34M05N07E21	9.3873	1.48694832
NO	2020	34M05N07E21	66.1553	32.2176311
YES	2020	34M05N07E21	4.284	N/A
YES	2020	34M05N07E21	7.4345	N/A
NO	2020	34M05N07E21	2	1.02
YES	2020	34M05N07E21	1.7493	N/A
NO	2020	34M05N07E21	11.0439	1.74935376
YES	2020	34M05N07E21	4.1992	N/A
YES	2020	34M05N07E21	3.4986	N/A
YES	2020	34M05N07E21	8.7465	N/A
NO	2020	34M05N07E21	31.1519	15.1709753
YES	2020	34M05N07E21	3.761	N/A
YES	2020	34M05N07E21	4.9813	N/A
NO	2020	34M05N07E21	4.4176	.69974784
YES	2020	34M05N07E21	4.3733	N/A
YES	2020	34M05N07E21	1.9925	N/A
YES	2020	34M05N07E29	11.0477	N/A
NO	2020	34M05N07E29	182.958	75.01278
NO	2020	34M05N07E29	12.5675	1.5081
NO	2020	34M05N07E29	6.7473	2.9350755
NO	2020	34M05N07E29	182.958	75.01278
NO	2020	34M05N07E29	6.7473	2.9350755
NO	2020	34M05N07E29	12.5675	1.5081
YES	2020	34M05N07E29	11.0477	N/A
YES	2020	34M05N07E30	8.3983	N/A
YES	2020	34M05N07E30	4.392	N/A
NO	2020	34M05N07E30	47.9392	19.9906464
NO	2020	34M05N07E30	155.7595	75.8548765
NO	2020	34M05N07E30	155.7595	75.8548765
NO	2020	34M05N07E30	9.3635	1.067439
YES	2020	34M05N07E30	8.3983	N/A
NO	2020	34M06N04E11	50.3361	20.9901537
NO	2020	34M06N04E11	411.0855	159.0900885
NO	2020	34M06N04E11	9.9143	1.1302302
YES	2020	34M06N04E11	4.6555	N/A
YES	2020	34M06N04E11	4.6555	N/A
NO	2020	34M06N04E11	6.3313	1.88292862
NO	2020	34M06N04E11	9.9143	1.1302302
YES	2020	34M06N04E11	62.1421	N/A
NO	2020	34M06N04E11	41.8345	11.044308
NO	2020	34M06N04E11	50.3361	20.9901537
NO	2020	34M06N04E11	10.5	5.355
NO	2020	34M06N04E13	244.6938	94.6965006
NO	2020	34M06N04E13	59.9239	24.9882663
YES	2020	34M06N04E13	2.8109	N/A
NO	2020	34M06N04E13	11.8028	1.3455192
YES	2020	34M06N04E13	55.484	N/A
NO	2020	34M06N04E13	7.4824	2.22526576
NO	2020	34M06N04E15	47.9392	19.9906464
NO	2020	34M06N04E15	391.51	151.51437
NO	2020	34M06N04E15	6.0435	1.7973369
NO	2020	34M06N04E15	39.8424	10.5183936
YES	2020	34M06N04E15	4.392	N/A
NO	2020	34M06N04E15	10	5.1
NO	2020	34M06N04E15	9.4422	1.0764108
NO	2020	34M06N04E15	9.4422	1.0764108
NO	2020	34M06N04E15	47.9392	19.9906464
YES	2020	34M06N04E15	4.392	N/A
YES	2020	34M06N04E15	59.183	N/A
NO	2020	34M06N04E22	47.9392	19.9906464
NO	2020	34M06N04E22	391.51	151.51437
NO	2020	34M06N04E22	59.7636	15.7775904
NO	2020	34M06N04E22	9.4422	1.0764108
YES	2020	34M06N04E22	2.196	N/A
YES	2020	34M06N04E22	44.3872	N/A
YES	2020	34M06N04E22	43.6675	N/A
YES	2020	34M06N04E22	60.1759	N/A
YES	2020	34M06N04E22	3.3379	N/A
NO	2020	34M06N04E22	113.2797	55.1672139
NO	2020	34M06N04E22	14.1633	1.6146162
NO	2020	34M06N04E22	146.8163	56.8179081
NO	2020	34M06N04E22	71.9087	29.9859279
NO	2020	34M06N04E22	169.9195	82.7507965
NO	2020	34M06N04E22	6.0435	1.7973369
YES	2020	34M06N04E23	10.0293	N/A
NO	2020	34M06N04E23	9.9606	2.6295984
NO	2020	34M06N04E23	11.9848	4.9976616
NO	2020	34M06N04E23	24.4694	9.4696578
NO	2020	34M06N04E23	2.3606	.2691084
NO	2020	34M06N04E23	21.5726	8.9957742
YES	2020	34M06N04E23	.527	N/A
YES	2020	34M06N04E23	.9662	N/A
NO	2020	34M06N04E23	4.249	.484386
NO	2020	34M06N04E23	28.3199	13.7917913
YES	2020	34M06N04E23	7.2779	N/A
NO	2020	34M06N04E24	2.9738	.88440812
NO	2020	34M06N04E24	23.9696	9.9953232
NO	2020	34M06N04E24	97.8775	37.8785925
NO	2020	34M06N04E24	5	2.55
NO	2020	34M06N04E24	169.9195	82.7507965
YES	2020	34M06N04E24	3.3379	N/A
NO	2020	34M06N04E24	14.1633	1.6146162
YES	2020	34M06N04E24	43.6675	N/A
NO	2020	34M06N04E24	146.8163	56.8179081
YES	2020	34M06N04E24	1.1419	N/A
NO	2020	34M06N04E24	4.7211	.5382054
YES	2020	34M06N04E24	22.1936	N/A
NO	2020	34M06N04E24	59.7636	15.7775904
YES	2020	34M06N04E24	60.1759	N/A
NO	2020	34M06N04E24	71.9087	29.9859279
YES	2020	34M06N04E26	28.8517	N/A
YES	2020	34M06N04E26	1.4054	N/A
NO	2020	34M06N04E26	52.7331	21.9897027
YES	2020	34M06N04E26	2.4595	N/A
NO	2020	34M06N04E26	3.9331	1.16970394
NO	2020	34M06N04E26	2.2064	.65618336
YES	2020	34M06N04E26	16.6452	N/A
NO	2020	34M06N04E26	9	4.59
NO	2020	34M06N04E26	6.5	3.315
YES	2020	34M06N04E26	.7906	N/A
YES	2020	34M06N04E26	2.0203	N/A
NO	2020	34M06N04E26	127.2408	49.2421896
NO	2020	34M06N04E26	6.6191	1.96852034
YES	2020	34M06N04E26	48.826	N/A
NO	2020	34M06N04E26	31.1604	12.9938868
NO	2020	34M06N04E26	11	5.61
NO	2020	34M06N04E26	73.4081	28.4089347
NO	2020	34M06N04E26	5.372	1.5976328
NO	2020	34M06N04E26	6.1374	.6996636
NO	2020	34M06N04E26	215.3305	83.3329035
NO	2020	34M06N04E26	51.5825	21.5099025
YES	2020	34M06N04E26	2.3717	N/A
NO	2020	34M06N04E26	10.75	5.4825
NO	2020	34M06N04E26	210.4366	81.4389642
NO	2020	34M06N04E26	3.75	1.9125
NO	2020	34M06N04E26	10.3864	1.1840496
NO	2020	34M06N04E26	10.1504	1.1571456
NO	2020	34M06N04E26	6.4272	1.91144928
NO	2020	34M06N04E26	43.1452	17.9915484
NO	2020	34M06N04E26	3.5408	.4036512
YES	2020	34M06N04E26	39.9485	N/A
NO	2020	34M06N04E26	176.1795	68.1814665
YES	2020	34M06N04E26	47.7163	N/A
NO	2020	34M06N04E26	8.498	.968772
NO	2020	34M06N04E26	18.0251	7.5164667
NO	2020	34M06N04E33	39.4916	17.0603712
YES	2020	34M06N04E33	19.5304	N/A
NO	2020	34M06N04E33	258.3966	99.9994842
NO	2020	34M06N04E33	31.4399	13.5820368
NO	2020	34M06N04E33	10.4378	1.1899092
NO	2020	34M06N04E33	5.25	2.6775
NO	2020	34M06N04E33	45.3985	19.7483475
NO	2020	34M06N04E33	264	5.28
NO	2020	34M06N04E33	3.0697	.91292878
YES	2020	34M06N04E33	4.3191	N/A
NO	2020	34M06N04E33	23.8796	10.387626
NO	2020	34M06N04E33	210	4.2
NO	2020	34M06N04E33	330	6.6
NO	2020	34M06N04E33	29.963	13.033905
NO	2020	34M06N04E33	10	5.1
NO	2020	34M06N04E33	6.8716	.7833624
NO	2020	34M06N04E33	5.4799	.6247086
YES	2020	34M06N04E33	2.2459	N/A
NO	2020	34M06N04E33	5.9476	1.76881624
NO	2020	34M06N04E33	205.5428	79.5450636
NO	2020	34M06N04E33	3.9331	1.16970394
NO	2020	34M06N04E33	59.9083	25.8803856
YES	2020	34M06N04E33	2.8506	N/A
NO	2020	34M06N04E33	391.51	151.51437
YES	2020	34M06N04E33	15.5355	N/A
YES	2020	34M06N04E33	29.5915	N/A
NO	2020	34M06N04E33	6.6	3.366
YES	2020	34M06N05E13	69.7388	N/A
NO	2020	34M06N05E13	272.5509	132.7322883
NO	2020	34M06N05E15	109.1334	42.2346258
NO	2020	34M06N05E15	3.2616	.96999984
YES	2020	34M06N05E15	55.4921	N/A
NO	2020	34M06N05E16	1.9186	.57059164
YES	2020	34M06N05E16	32.8768	N/A
NO	2020	34M06N05E16	64.5992	24.9998904
YES	2020	34M06N05E23	52.8022	N/A
NO	2020	34M06N05E23	13.25	6.7575
YES	2020	34M06N05E23	19.2345	N/A
NO	2020	34M06N05E23	127.2408	49.2421896
YES	2020	34M06N05E23	2.8506	N/A
YES	2020	34M06N05E23	39.2087	N/A
NO	2020	34M06N05E23	6.7846	.7734444
YES	2020	34M06N05E23	5.7012	N/A
NO	2020	34M06N05E23	3.8371	1.14115354
YES	2020	34M06N05E23	25.903	N/A
NO	2020	34M06N05E23	259.3754	100.3782798
NO	2020	34M06N05E23	29.509	12.836415
NO	2020	34M06N05E23	101.1587	49.2642869
NO	2020	34M06N05E23	7.8661	2.33937814
NO	2020	34M06N05E23	60.1984	26.186304
NO	2020	34M06N05E23	6.5	3.315
NO	2020	34M06N05E23	206.2823	100.4594801
NO	2020	34M06N05E23	13.8301	1.5766314
NO	2020	34M06N05E27	9.3635	1.067439
NO	2020	34M06N05E27	4.1351	.8807763
YES	2020	34M06N05E27	8.3983	N/A
NO	2020	34M06N05E27	155.7595	75.8548765
NO	2020	34M06N05E27	47.9392	19.9906464
YES	2020	34M06N05E27	4.392	N/A
NO	2020	34M06N05E28	116.7913	56.8773631
YES	2020	34M06N05E28	6.2987	N/A
NO	2020	34M06N05E28	47.2719	37.5811605
YES	2020	34M06N05E28	6.588	N/A
NO	2020	34M06N05E28	84.9598	41.3754226
NO	2020	34M06N05E28	35.9544	14.9929848
NO	2020	34M06N05E31	1.3797	.3145716
NO	2020	34M06N05E31	12.0361	3.1775304
NO	2020	34M06N05E31	1.4813	.33877331
YES	2020	34M06N05E31	4.2348	N/A
NO	2020	34M06N05E31	3.2466	.8571024
NO	2020	34M06N05E31	31.1519	15.1709753
NO	2020	34M06N05E31	1.8516	.42346092
NO	2020	34M06N05E31	4.0384	1.0661376
NO	2020	34M06N05E31	9.7578	4.000698
NO	2020	34M06N05E31	3.7958	.86809946
NO	2020	34M06N05E31	5.6474	1.29156038
NO	2020	34M06N05E31	36.5916	15.002556
NO	2020	34M06N05E31	12.1972	5.000852
YES	2020	34M06N05E31	10.587	N/A
NO	2020	34M06N05E31	24.3944	10.001704
YES	2020	34M06N05E31	15.8805	N/A
NO	2020	34M06N05E31	8.0769	2.1323016
YES	2020	34M06N05E31	5.2935	N/A
YES	2020	34M06N05E32	15.7888	N/A
NO	2020	34M06N05E32	86.5361	21.634025
NO	2020	34M06N05E32	8.0968	3.522108
YES	2020	34M06N05E32	14.3387	N/A
NO	2020	34M06N05E32	8.2782	1.8874296
NO	2020	34M06N05E32	15.5938	3.5553864
YES	2020	34M06N05E32	168.7137	N/A
YES	2020	34M06N05E32	14.3387	N/A
NO	2020	34M06N05E32	32.686	14.120352
NO	2020	34M06N05E32	233.696	113.809952
YES	2020	34M06N05E32	8.8182	N/A
NO	2020	34M06N05E32	4.4966	1.33728884
NO	2020	34M06N05E33	.5279	.1124427
NO	2020	34M06N05E33	2.0236	.4310268
NO	2020	34M06N05E33	31.1519	15.1709753
NO	2020	34M06N05E33	31.1519	15.1709753
YES	2020	34M06N05E33	6.2987	N/A
YES	2020	34M06N05E33	1.6797	N/A
YES	2020	34M06N05E33	1.6797	N/A
NO	2020	34M06N05E33	116.7913	56.8773631
NO	2020	34M06N05E33	.5279	.1124427
YES	2020	34M06N05E34	8.0813	N/A
NO	2020	34M06N05E34	17.2321	1.9644594
NO	2020	34M06N05E34	287.2772	139.9039964
NO	2020	34M06N05E34	88.4957	36.9027069
YES	2020	34M06N05E34	15.5369	N/A
NO	2020	34M06N05E34	287.3905	139.9591735
YES	2020	34M06N05E35	2.0315	N/A
YES	2020	34M06N05E35	12.4295	N/A
NO	2020	34M06N05E35	210.7002	102.6109974
NO	2020	34M06N05E35	12.6683	1.4441862
NO	2020	34M06N05E35	22.6559	11.0334233
NO	2020	34M06N05E35	3.25	1.6575
NO	2020	34M06N05E35	43.4068	11.4593952
NO	2020	34M06N05E35	200.9646	77.7733002
NO	2020	34M06N05E35	2	1.02
NO	2020	34M06N05E35	36.8159	17.9293433
YES	2020	34M06N05E35	2.0315	N/A
NO	2020	34M06N05E35	4.1241	.8784333
NO	2020	34M06N05E35	39.4608	10.4176512
NO	2020	34M06N05E35	230.864	112.430768
YES	2020	34M06N05E35	12.5948	N/A
YES	2020	34M06N05E35	10.4125	N/A
NO	2020	34M06N05E35	182.7394	70.7201478
NO	2020	34M06N05E35	71.0458	29.6260986
NO	2020	34M06N05E35	4.5365	.9662745
NO	2020	34M06N05E35	230.864	112.430768
NO	2020	34M06N05E35	230.864	112.430768
NO	2020	34M06N05E35	230.864	112.430768
YES	2020	34M06N05E35	12.4295	N/A
NO	2020	34M06N05E35	1.1511	.34233714
YES	2020	34M06N05E35	10.1859	N/A
NO	2020	34M06N05E35	1.1511	.34233714
NO	2020	34M06N05E35	1.1038	.2516664
NO	2020	34M06N05E35	1.1038	.2516664
YES	2020	34M06N05E35	11.4121	N/A
YES	2020	34M06N05E35	11.4498	N/A
NO	2020	34M06N05E35	6.8985	1.572858
YES	2020	34M06N05E35	11.3377	N/A
YES	2020	34M06N05E35	6.0609	N/A
NO	2020	34M06N05E35	12.8257	1.4621298
NO	2020	34M06N05E35	64.8137	27.0273129
NO	2020	34M06N05E35	65.9643	27.5071131
NO	2020	34M06N05E35	2	1.02
YES	2020	34M06N05E35	3.352	N/A
NO	2020	34M06N05E35	7.5883	1.7301324
NO	2020	34M06N05E35	210.5869	102.5558203
NO	2020	34M06N05E35	13.8486	1.5787404
NO	2020	34M06N05E35	22.6559	11.0334233
YES	2020	34M06N05E35	16.5521	N/A
NO	2020	34M06N05E35	1.9186	.57059164
YES	2020	34M06N05E35	10.1859	N/A
YES	2020	34M06N05E35	6.5001	N/A
YES	2020	34M06N05E35	5.9731	N/A
NO	2020	34M06N05E35	1.8396	.4194288
YES	2020	34M06N06E03	149.4402	N/A
NO	2020	34M06N06E03	584.07	284.44209
NO	2020	34M06N06E03	143.8175	59.9718975
NO	2020	34M06N06E03	28.3267	3.2292438
NO	2020	34M06N06E03	13.5259	4.02260266
NO	2020	34M06N06E03	179.7718	74.9648406
NO	2020	34M06N06E03	35.4083	4.0365462
NO	2020	34M06N06E03	116.7913	56.8773631
YES	2020	34M06N06E03	66.5809	N/A
NO	2020	34M06N06E03	6.7473	2.9350755
NO	2020	34M06N06E03	880.8975	340.9073325
YES	2020	34M06N06E03	110.9681	N/A
NO	2020	34M06N06E03	22.4472	6.67579728
NO	2020	34M06N06E03	12.5675	1.5081
YES	2020	34M06N06E03	29.888	N/A
NO	2020	34M06N06E03	37.5	19.125
NO	2020	34M06N06E11	4.1391	.9437148
YES	2020	34M06N06E11	7.9983	N/A
NO	2020	34M06N06E11	135.5708	35.1128372
YES	2020	34M06N06E11	14.5775	N/A
YES	2020	34M06N06E11	6.8976	N/A
YES	2020	34M06N06E11	8.6587	N/A
NO	2020	34M06N06E11	8.9288	1.5268248
YES	2020	34M06N06E11	7.558	N/A
YES	2020	34M06N06E11	6.8793	N/A
YES	2020	34M06N06E11	8.7321	N/A
YES	2020	34M06N06E11	7.9983	N/A
NO	2020	34M06N06E11	4.8289	1.1009892
NO	2020	34M06N06E11	135.5708	35.1128372
NO	2020	34M06N06E11	171.723	44.476257
NO	2020	34M06N06E11	5.2429	1.1953812
YES	2020	34M06N06E11	12.495	N/A
NO	2020	34M06N06E11	171.723	44.476257
NO	2020	34M06N06E11	158.1659	40.9649681
YES	2020	34M06N06E11	15.827	N/A
YES	2020	34M06N06E11	13.7445	N/A
NO	2020	34M06N06E11	158.1659	40.9649681
NO	2020	34M06N06E11	149.1278	38.6241002
NO	2020	34M06N06E14	26.2224	6.9227136
NO	2020	34M06N06E14	147.2636	71.7173732
NO	2020	34M06N06E14	334.8547	163.0742389
YES	2020	34M06N06E14	11.8874	N/A
NO	2020	34M06N06E14	85.1507	22.4797848
YES	2020	34M06N06E14	21.6676	N/A
YES	2020	34M06N06E14	4.8411	N/A
NO	2020	34M06N06E14	334.8547	163.0742389
NO	2020	34M06N06E14	103.0692	42.9798564
NO	2020	34M06N06E14	20.0647	2.2873758
YES	2020	34M06N06E14	25.2142	N/A
NO	2020	34M06N06E14	127.2408	49.2421896
NO	2020	34M06N06E14	9.6888	2.88144912
YES	2020	34M06N06E14	9.4867	N/A
NO	2020	34M06N06E16	9.0173	2.68174502
NO	2020	34M06N06E16	293.6325	113.6357775
YES	2020	34M06N06E16	55.484	N/A
NO	2020	34M06N06E16	2.9738	.88440812
NO	2020	34M06N06E16	23.9696	9.9953232
NO	2020	34M06N06E16	4.7211	.5382054
NO	2020	34M06N06E16	14.1633	1.6146162
NO	2020	34M06N06E16	23.9696	9.9953232
NO	2020	34M06N06E16	97.8775	37.8785925
YES	2020	34M06N06E16	18.4947	N/A
NO	2020	34M06N06E16	2.9738	.88440812
NO	2020	34M06N06E16	97.8775	37.8785925
NO	2020	34M06N06E16	4.7211	.5382054
NO	2020	34M06N06E16	71.9087	29.9859279
YES	2020	34M06N06E16	18.4947	N/A
NO	2020	34M06N06E18	17.5	8.925
NO	2020	34M06N06E18	185.9673	71.9693451
NO	2020	34M06N06E18	141.2597	68.7934739
YES	2020	34M06N06E18	7.9784	N/A
YES	2020	34M06N06E18	7.9784	N/A
NO	2020	34M06N06E18	7.8661	2.33937814
NO	2020	34M06N06E18	109.0811	47.1230352
NO	2020	34M06N06E18	45.5422	18.9910974
NO	2020	34M06N06E18	83.8935	34.9835895
NO	2020	34M06N06E18	16.3665	1.865781
NO	2020	34M06N06E18	8.8914	1.0136196
YES	2020	34M06N06E18	7.7299	N/A
YES	2020	34M06N06E18	4.2163	N/A
NO	2020	34M06N06E18	171.2856	66.2875272
NO	2020	34M06N06E18	147.9432	72.0483384
YES	2020	34M06N06E23	2.7517	N/A
YES	2020	34M06N06E23	1.4896	N/A
YES	2020	34M06N06E23	7.7582	N/A
NO	2020	34M06N06E23	33.9839	16.5501593
NO	2020	34M06N06E23	39.151	15.151437
NO	2020	34M06N06E23	29.3633	11.3635971
NO	2020	34M06N06E23	6.0513	1.5975432
YES	2020	34M06N06E23	5.8187	N/A
YES	2020	34M06N06E23	3.6689	N/A
YES	2020	34M06N06E23	1.1172	N/A
NO	2020	34M06N06E23	8.0684	2.1300576
NO	2020	34M06N06E23	45.3119	22.0668953
NO	2020	34M06N06E24	53.2125	22.1896125
YES	2020	34M06N06E24	110.5857	N/A
NO	2020	34M06N06E24	45.0923	11.9043672
YES	2020	34M06N06E24	21.3006	N/A
NO	2020	34M06N06E24	10.4651	1.1930214
YES	2020	34M06N06E24	4.919	N/A
NO	2020	34M06N06E24	69.2061	29.8970352
NO	2020	34M06N06E24	30.0035	6.780791
YES	2020	34M06N06E24	12.425	N/A
NO	2020	34M06N06E24	5.4679	1.62615346
NO	2020	34M06N06E25	13.4552	1.5338928
NO	2020	34M06N06E25	56.2659	24.3068688
NO	2020	34M06N06E25	8.498	.968772
NO	2020	34M06N06E25	107.4516	46.4190912
YES	2020	34M06N06E25	26.9859	N/A
YES	2020	34M06N06E25	15.6138	N/A
NO	2020	34M06N06E25	38.0115	8.590599
YES	2020	34M06N06E25	19.0224	N/A
NO	2020	34M06N06E25	8.5376	2.53908224
YES	2020	34M06N06E25	9.896	N/A
NO	2020	34M06N06E25	82.743	34.503831
NO	2020	34M06N06E25	16.2878	1.8568092
YES	2020	34M06N06E25	32.6711	N/A
NO	2020	34M06N06E25	4.5086	1.34085764
YES	2020	34M06N06E25	141.8686	N/A
NO	2020	34M06N06E25	24.1309	5.4535834
NO	2020	34M06N06E25	57.0262	15.0549168
NO	2020	34M06N06E25	46.0196	10.4004296
NO	2020	34M06N06E25	69.1202	18.2477328
NO	2020	34M06N06E25	68.2653	28.4666301
YES	2020	34M06N06E25	7.5542	N/A
NO	2020	34M06N06E25	88.6643	38.3029776
YES	2020	34M06N06E25	90.0626	N/A
NO	2020	34M06N06E25	36.202	9.557328
NO	2020	34M06N06E25	7.0028	2.08263272
NO	2020	34M06N06E25	43.337	18.071529
YES	2020	34M06N06E25	3.9528	N/A
YES	2020	34M06N06E25	17.1315	N/A
YES	2020	34M06N06E25	171.8562	N/A
YES	2020	34M06N06E25	6.2366	N/A
NO	2020	34M06N06E32	1.8884	.2152776
NO	2020	34M06N06E32	5.4455	1.230683
YES	2020	34M06N06E32	20.2242	N/A
YES	2020	34M06N06E32	2.1991	N/A
NO	2020	34M06N06E32	8.1695	2.156748
YES	2020	34M06N06E32	.8784	N/A
YES	2020	34M06N06E32	3.866	N/A
NO	2020	34M06N06E32	9.7796	4.0780932
NO	2020	34M06N06E32	1.0552	.31381648
NO	2020	34M06N06E32	12.6526	5.4659232
YES	2020	34M06N06E34	6.0476	N/A
NO	2020	34M06N06E34	2.686	.7988164
NO	2020	34M06N06E34	2.5901	.77029574
NO	2020	34M06N06E34	27.9006	11.6345502
NO	2020	34M06N06E34	13.9874	3.1611524
NO	2020	34M06N06E34	25.1201	10.4750817
YES	2020	34M06N06E34	2.4595	N/A
YES	2020	34M06N06E34	52.2044	N/A
NO	2020	34M06N06E34	5.508	.627912
NO	2020	34M06N06E34	20.9844	5.5398816
YES	2020	34M06N06E34	9.9302	N/A
NO	2020	34M06N06E34	114.0273	44.1285651
NO	2020	34M06N06E34	36.5296	15.2328432
YES	2020	34M06N06E34	28.1859	N/A
YES	2020	34M06N06E34	54.8944	N/A
NO	2020	34M06N06E34	22.1057	5.8359048
NO	2020	34M06N06E34	26.4624	11.0348208
NO	2020	34M06N06E34	4.6046	1.36940804
YES	2020	34M06N06E34	5.7177	N/A
NO	2020	34M06N06E34	5.1932	.5920248
NO	2020	34M06N06E34	14.7348	3.3300648
NO	2020	34M06N06E34	32.5901	14.0789232
NO	2020	34M06N06E34	34.3155	14.824296
YES	2020	34M06N06E34	2.2838	N/A
NO	2020	34M06N06E34	4.9572	.5651208
YES	2020	34M06N06E34	10.4608	N/A
NO	2020	34M06N06E34	3.4534	1.02704116
NO	2020	34M06N06E34	7.1604	.8162856
YES	2020	34M06N06E34	21.5278	N/A
NO	2020	34M06N06E34	149.2632	57.7648584
YES	2020	34M06N06E35	14.2647	N/A
NO	2020	34M06N06E35	38.368	14.848416
NO	2020	34M06N06E35	11.2947	2.58309789
NO	2020	34M06N06E35	25.9017	6.8380488
NO	2020	34M06N06E35	64.1098	24.8104926
NO	2020	34M06N06E35	64.5992	24.9998904
NO	2020	34M06N06E35	26.1366	6.9000624
NO	2020	34M06N06E35	15.6182	4.1232048
NO	2020	34M06N06E35	2.3023	.68470402
NO	2020	34M06N06E35	6.55	3.3405
